NAME OF DATA ELEMENT,developer-friendly name,VARIABLE NAME,API data type,VALUE,LABEL
Percent of dependent students who transferred to a 4-year institution and were still enrolled within 2 years ,title_iv.depend.transf_still_enrolled_4yr_by.2yrs,DEP_ENRL_4YR_TRANS_YR2_RT,float,,
Percent of dependent students who transferred to a 2-year institution and were still enrolled within 2 years,title_iv.depend.transf_still_enrolled_2yr_by.2yrs,DEP_ENRL_2YR_TRANS_YR2_RT,float,,
Percent of dependent students with status unknown within 2 years at original institution,title_iv.depend.unknown_by.2yrs,DEP_UNKN_ORIG_YR2_RT,float,,
Percent of dependent students who transferred to a 4-year institution and whose status is unknown within 2 years,title_iv.depend.transf_unknown_4yr_by.2yrs,DEP_UNKN_4YR_TRANS_YR2_RT,float,,
Percent of dependent students who transferred to a 2-year institution and whose status is unknown within 2 years,title_iv.depend.transf_unknown_2yr_by.2yrs,DEP_UNKN_2YR_TRANS_YR2_RT,float,,
Percent of independent students who died within 2 years at original institution,title_iv.independ.died_by.2yrs,IND_DEATH_YR2_RT,float,,
Percent of independent students who completed within 2 years at original institution,title_iv.independ.completed_by.2yrs,IND_COMP_ORIG_YR2_RT,float,,
Percent of independent students who transferred to a 4-year institution and completed within 2 years,title_iv.independ.transf_completed_4yr_by.2yrs,IND_COMP_4YR_TRANS_YR2_RT,float,,
Percent of independent students who transferred to a 2-year institution and completed within 2 years,title_iv.independ.transf_completed_2yr_by.2yrs,IND_COMP_2YR_TRANS_YR2_RT,float,,
Percent of independent students withdrawn from original institution within 2 years ,title_iv.independ.withdrawn_by.2yrs,IND_WDRAW_ORIG_YR2_RT,float,,
Percent of independent students who transferred to a 4-year institution and withdrew within 2 years ,title_iv.independ.transf_withdrawn_4yr_by.2yrs,IND_WDRAW_4YR_TRANS_YR2_RT,float,,
Percent of independent students who transferred to a 2-year institution and withdrew within 2 years ,title_iv.independ.transf_withdrawn_2yr_by.2yrs,IND_WDRAW_2YR_TRANS_YR2_RT,float,,
Percent of independent students who were still enrolled at original institution within 2 years ,title_iv.independ.still_enrolled_by.2yrs,IND_ENRL_ORIG_YR2_RT,float,,
Percent of independent students who transferred to a 4-year institution and were still enrolled within 2 years ,title_iv.independ.transf_still_enrolled_4yr_by.2yrs,IND_ENRL_4YR_TRANS_YR2_RT,float,,
Percent of independent students who transferred to a 2-year institution and were still enrolled within 2 years,title_iv.independ.transf_still_enrolled_2yr_by.2yrs,IND_ENRL_2YR_TRANS_YR2_RT,float,,
Percent of independent students with status unknown within 2 years at original institution,title_iv.independ.unknown_by.2yrs,IND_UNKN_ORIG_YR2_RT,float,,
Percent of independent students who transferred to a 4-year institution and whose status is unknown within 2 years,title_iv.independ.transf_unknown_4yr_by.2yrs,IND_UNKN_4YR_TRANS_YR2_RT,float,,
Percent of independent students who transferred to a 2-year institution and whose status is unknown within 2 years,title_iv.independ.transf_unknown_2yr_by.2yrs,IND_UNKN_2YR_TRANS_YR2_RT,float,,
Percent of female students who died within 2 years at original institution,title_iv.female.died_by.2yrs,FEMALE_DEATH_YR2_RT,float,,
Percent of female students who completed within 2 years at original institution,title_iv.female.completed_by.2yrs,FEMALE_COMP_ORIG_YR2_RT,float,,
Percent of female students who transferred to a 4-year institution and completed within 2 years,title_iv.female.transf_completed_4yr_by.2yrs,FEMALE_COMP_4YR_TRANS_YR2_RT,float,,
Percent of female students who transferred to a 2-year institution and completed within 2 years,title_iv.female.transf_completed_2yr_by.2yrs,FEMALE_COMP_2YR_TRANS_YR2_RT,float,,
Percent of female students withdrawn from original institution within 2 years ,title_iv.female.withdrawn_by.2yrs,FEMALE_WDRAW_ORIG_YR2_RT,float,,
Percent of female students who transferred to a 4-year institution and withdrew within 2 years ,title_iv.female.transf_withdrawn_4yr_by.2yrs,FEMALE_WDRAW_4YR_TRANS_YR2_RT,float,,
Percent of female students who transferred to a 2-year institution and withdrew within 2 years ,title_iv.female.transf_withdrawn_2yr_by.2yrs,FEMALE_WDRAW_2YR_TRANS_YR2_RT,float,,
Percent of female students who were still enrolled at original institution within 2 years ,title_iv.female.still_enrolled_by.2yrs,FEMALE_ENRL_ORIG_YR2_RT,float,,
Percent of female students who transferred to a 4-year institution and were still enrolled within 2 years ,title_iv.female.transf_still_enrolled_4yr_by.2yrs,FEMALE_ENRL_4YR_TRANS_YR2_RT,float,,
Percent of female students who transferred to a 2-year institution and were still enrolled within 2 years,title_iv.female.transf_still_enrolled_2yr_by.2yrs,FEMALE_ENRL_2YR_TRANS_YR2_RT,float,,
Percent of female students with status unknown within 2 years at original institution,title_iv.female.unknown_by.2yrs,FEMALE_UNKN_ORIG_YR2_RT,float,,
Percent of female students who transferred to a 4-year institution and whose status is unknown within 2 years,title_iv.female.transf_unknown_4yr_by.2yrs,FEMALE_UNKN_4YR_TRANS_YR2_RT,float,,
Percent of female students who transferred to a 2-year institution and whose status is unknown within 2 years,title_iv.female.transf_unknown_2yr_by.2yrs,FEMALE_UNKN_2YR_TRANS_YR2_RT,float,,
Percent of male students who died within 2 years at original institution,title_iv.male.died_by.2yrs,MALE_DEATH_YR2_RT,float,,
Percent of male students who completed within 2 years at original institution,title_iv.male.completed_by.2yrs,MALE_COMP_ORIG_YR2_RT,float,,
Percent of male students who transferred to a 4-year institution and completed within 2 years,title_iv.male.transf_completed_4yr_by.2yrs,MALE_COMP_4YR_TRANS_YR2_RT,float,,
Percent of male students who transferred to a 2-year institution and completed within 2 years,title_iv.male.transf_completed_2yr_by.2yrs,MALE_COMP_2YR_TRANS_YR2_RT,float,,
Percent of male students withdrawn from original institution within 2 years ,title_iv.male.withdrawn_by.2yrs,MALE_WDRAW_ORIG_YR2_RT,float,,
Percent of male students who transferred to a 4-year institution and withdrew within 2 years ,title_iv.male.transf_withdrawn_4yr_by.2yrs,MALE_WDRAW_4YR_TRANS_YR2_RT,float,,
Percent of male students who transferred to a 2-year institution and withdrew within 2 years ,title_iv.male.transf_withdrawn_2yr_by.2yrs,MALE_WDRAW_2YR_TRANS_YR2_RT,float,,
Percent of male students who were still enrolled at original institution within 2 years ,title_iv.male.still_enrolled_by.2yrs,MALE_ENRL_ORIG_YR2_RT,float,,
Percent of male students who transferred to a 4-year institution and were still enrolled within 2 years ,title_iv.male.transf_still_enrolled_4yr_by.2yrs,MALE_ENRL_4YR_TRANS_YR2_RT,float,,
Percent of male students who transferred to a 2-year institution and were still enrolled within 2 years,title_iv.male.transf_still_enrolled_2yr_by.2yrs,MALE_ENRL_2YR_TRANS_YR2_RT,float,,
Percent of male students with status unknown within 2 years at original institution,title_iv.male.unknown_by.2yrs,MALE_UNKN_ORIG_YR2_RT,float,,
Percent of male students who transferred to a 4-year institution and whose status is unknown within 2 years,title_iv.male.transf_unknown_4yr_by.2yrs,MALE_UNKN_4YR_TRANS_YR2_RT,float,,
Percent of male students who transferred to a 2-year institution and whose status is unknown within 2 years,title_iv.male.transf_unknown_2yr_by.2yrs,MALE_UNKN_2YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who died within 2 years at original institution,title_iv.pell_recip.died_by.2yrs,PELL_DEATH_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who completed in 2 years at original institution,title_iv.pell_recip.completed_by.2yrs,PELL_COMP_ORIG_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 2 years,title_iv.pell_recip.transf_completed_4yr_by.2yrs,PELL_COMP_4YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 2 years,title_iv.pell_recip.transf_completed_2yr_by.2yrs,PELL_COMP_2YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and withdrew from original institution within 2 years ,title_iv.pell_recip.withdrawn_by.2yrs,PELL_WDRAW_ORIG_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 2 years ,title_iv.pell_recip.transf_withdrawn_4yr_by.2yrs,PELL_WDRAW_4YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 2 years ,title_iv.pell_recip.transf_withdrawn_2yr_by.2yrs,PELL_WDRAW_2YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who were still enrolled at original institution within 2 years ,title_iv.pell_recip.still_enrolled_by.2yrs,PELL_ENRL_ORIG_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 2 years ,title_iv.pell_recip.transf_still_enrolled_4yr_by.2yrs,PELL_ENRL_4YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 2 years,title_iv.pell_recip.transf_still_enrolled_2yr_by.2yrs,PELL_ENRL_2YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and with status unknown within 2 years at original institution,title_iv.pell_recip.unknown_by.2yrs,PELL_UNKN_ORIG_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 2 years,title_iv.pell_recip.transf_unknown_4yr_by.2yrs,PELL_UNKN_4YR_TRANS_YR2_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 2 years,title_iv.pell_recip.transf_unknown_2yr_by.2yrs,PELL_UNKN_2YR_TRANS_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and who died within 2 years at original institution,title_iv.no_pell.died_by.2yrs,NOPELL_DEATH_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and who completed in 2 years at original institution,title_iv.no_pell.completed_by.2yrs,NOPELL_COMP_ORIG_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 2 years,title_iv.no_pell.transf_completed_4yr_by.2yrs,NOPELL_COMP_4YR_TRANS_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 2 years,title_iv.no_pell.transf_completed_2yr_by.2yrs,NOPELL_COMP_2YR_TRANS_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and withdrew from original institution within 2 years ,title_iv.no_pell.withdrawn_by.2yrs,NOPELL_WDRAW_ORIG_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 2 years ,title_iv.no_pell.transf_withdrawn_4yr_by.2yrs,NOPELL_WDRAW_4YR_TRANS_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 2 years ,title_iv.no_pell.transf_withdrawn_2yr_by.2yrs,NOPELL_WDRAW_2YR_TRANS_YR2_RT,float,,
Percent of students who never received a Pell Grant at the institution and who were still enrolled at original institution within 2 years ,title_iv.no_pell.still_enrolled_by.2yrs,NOPELL_ENRL_ORIG_YR2_RT,float,,
